prioridad,producto,multiunidad,razon_social,establecimientos,tamano,sector,actividad,correo,correo_nominal,telefono,web,colonia,cp
64,01 Dictamen IFS,no,UNION GANADERA REGIONAL DE SONORA SA,1,251+,Otros servicios,"Asociaciones, organizaciones y cámaras de productores, comerciantes y ",AUXNOMINA@UNIONGANADERA.COM.MX,no,,WWW.UNIONGANADERA.COM,HERMOSILLO,83299
63,03 Expediente Vivo,no,ELELE SA DE CV,2,101-250,Agro,"Pesca y captura de peces, crustáceos, moluscos y otras especies",ELELEDOCS@GMAIL.COM,no,6622420832,,BAHIA DE KINO CENTRO,
63,03 Expediente Vivo,no,PEAL MEXICO SA DE CV,2,101-250,Minería,Otros servicios relacionados con la minería,DFLORES@PEAL.ES,no,6622338353,WWW.PEAL.ES,LOMAS DEL PITIC,
63,03 Expediente Vivo,no,TCM MANTENIMIENTO Y CONSTRUCCION,2,101-250,Construcción,Otros trabajos en exteriores,TCMRECURSOSHUMANOS01@GMAIL.COM,no,6623025786,TCMCONSTRUCCION.COM.MX,ZONA INDUSTRIAL,83117
63,03 Expediente Vivo,no,NORWORK SA DE CV,2,101-250,Manufactura,Impresión de formas continuas y otros impresos,SRUIZ@NORWORK.COM.MX,no,6622150509,WWW.NORWORK.COM.MX,SAN BENITO,83190
63,03 Expediente Vivo,sí,FLETES Y ACARREOS MINEROS SA DE CV,2,101-250,Transportes,Autotransporte foráneo de materiales para la construcción,FLETESYACARREOSMINEROS@GMAIL.COM,no,6622502176,,PALO VERDE,83280
63,03 Expediente Vivo,sí,COMISION DE ECOLOGIA Y DESARROLLO SUSTENTABLE DEL ESTADO DE SONORA,2,101-250,Esparcimiento,Jardines botánicos y zoológicos del sector público,NORBERTO.ORTEGA@SONORA.GOB.MX,sí,6621004523,WWW.CEDES.SONORA.GOB.MX,CUAHUTEMOC,83296
63,03 Expediente Vivo,sí,CLUB DEPORTIVO TRIPLE A SA DE CV,2,101-250,Esparcimiento,"Promotores del sector público de espectáculos artísticos, culturales, ",EBARRIOS@NARANJEROS.COM.MX,no,6622606933,WWW.NARANJEROS.COM.MX,LAS PROVINCIAS,83243
62,03 Expediente Vivo,no,ZEPEDA STRUCTURAL SA DE CV,4,51-100,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",INFO@ZEPEDAS-STRUCTURAL.COM,no,,WWW.ZEPEDASTRUCTURAL,PARQUE INDUSTRIAL,83299
62,03 Expediente Vivo,no,RANCHO EL 17 SAPI DE CV,2,251+,Manufactura,"Corte y empacado de carne de ganado, aves y otros animales comestibles",,no,,WWW.RANCHOEL17.COM,5 DE MAYO,
62,03 Expediente Vivo,no,LEONI WIRING SYSTEMS MEXICANA SA,2,251+,Manufactura,Fabricación de equipo eléctrico y electrónico y sus partes para vehícu,,no,,WWW.LEONI.COM,EL LLANO,
62,03 Expediente Vivo,no,AGROVETERINARIA DE SONORA SA,4,51-100,Comercio mayoreo,Comercio al por mayor de medicamentos veterinarios y alimentos para an,CONTABILIDAD@AGROVETERINARIA.COM.MX,no,,WWW.AGROVETERINARIA.COM.MX,SAN PEDRO EL SAUCITO,83305
62,03 Expediente Vivo,no,QAR DEL NOROESTE SA DE CV,4,51-100,Financieros,Casas de empeño,DORA.GARCIA@GRUPOQAR.COM,sí,,DONDEDANMAS.COM,EL LLANO,83210
62,03 Expediente Vivo,no,APRENDIENDO A CRECER SC,4,51-100,Educación,Escuelas de educación preescolar del sector privado,APRENDIENDOACRECER@HOTMAIL.COM,no,,,CENTENARIO,83260
62,03 Expediente Vivo,sí,SALUD DIGNA AC,4,51-100,Salud,Laboratorios médicos y de diagnóstico del sector privado,JORGE.MOLINA@SALUD-DIGNA.ORG,sí,,WWW.SALUD-DIGNA.ORG,HERMOSILLO CENTRO,83000
61,03 Expediente Vivo,sí,CORPORATIVO ENERVISION SA,13,31-50,Comercio menudeo,Comercio al por menor de gasolina y diesel,ARCOPARQUEINDUSTRIAL@ENERVISION.COM.MX,no,6624333513,,PARQUE INDUSTRIAL,
61,03 Expediente Vivo,sí,COMISION DEL DEPORTE DEL ESTADO DE SONORA,5,31-50,Esparcimiento,"Promotores del sector público de espectáculos artísticos, culturales, ",ADMINISTRADORANAGUEVARA@CODESON.GOB.MX,no,6622602097,WWW.CODESON.GOB.MX,ALVARO OBREGON,83170
61,03 Expediente Vivo,sí,CAFREMA FOODS SA DE CV,9,31-50,Hospedaje y alimentos,Restaurantes de autoservicio,CRUZ.CORRAL@CAFREMA.COM,sí,6311983538,,LAS GRANJAS,83250
60,03 Expediente Vivo,no,CITRISON SA,2,101-250,Agro,Beneficio de productos agrícolas,FRANCISCOYANESG@HOTMAIL.COM,no,,,POBLADO MIGUEL ALEMAN,83344
60,03 Expediente Vivo,no,VIDEXPORT SA DE CV,2,101-250,Agro,Beneficio de productos agrícolas,IMECC0706@GMAIL.COM,no,,WWW.VIDEXPORT.COM,VILLA SOL,83240
60,03 Expediente Vivo,no,CONSTRUCTORA TENAMPA SA DE CV,2,101-250,Construcción,Edificación de vivienda unifamiliar,CONSTRUCTORATENAMOAHILLO@GMAIL.COM,no,,,CENTRO,83000
60,03 Expediente Vivo,no,INTEGRA INSTALACIONES Y MANTENIMIENTO SA DE CV,2,101-250,Construcción,Instalaciones eléctricas en construcciones,ADMINISTRACION@INTEGRAIM.COM,no,,WWW.INTEGRAIM.COM,MODELO,83190
60,03 Expediente Vivo,no,PALOFIERRO CONSTRUCCIONES SA DE CV,2,101-250,Construcción,Edificación de vivienda multifamiliar,PALOFIERROCONTRUCCIONES@HOTMAIL.COM,no,,,PIMENTEL,83188
60,03 Expediente Vivo,no,SALSAS CASTILLO SAPI DE CV,2,101-250,Manufactura,Conservación de guisos y otros alimentos preparados por procesos disti,SVALENZUELA@SALSASCASTILLO.COM,no,,WWW.SALSASCASTILLO.COM,PARQUE INDUSTRIAL,83299
60,03 Expediente Vivo,no,FANOSA SA,2,101-250,Manufactura,Fabricación de espumas y productos de poliestireno,VENTAS@FANOSA.COM,no,,WWW.FANOSA.COM,PITIC,83250
60,03 Expediente Vivo,no,GAFF INTERNATIONAL SA DE CV,2,101-250,Manufactura,Fabricación de partes de sistemas de dirección y de suspensión para ve,CSHERMOSILLO@GAFF.COM.MX,no,,WWW.GAFF.COM.MX,AKIWIKI,
60,03 Expediente Vivo,no,LOGICA INTERACTIVA SA DE CV,2,101-250,Manufactura,Fabricación de otra maquinaria y equipo para el comercio y los servici,FNAVARRO@INTERLOGIC.COM.MX,no,,WWW.INTERLOGIC.COM.MX,PROYECTO RIO SONORA,83270
60,03 Expediente Vivo,no,ABARROTERA DEL DUERO SA DE CV,2,101-250,Comercio mayoreo,Comercio al por mayor de abarrotes,AJSANCHEZ@MERZA.COM,no,,WWW.MERZA.COM.MX,EL LLANO,83210
60,03 Expediente Vivo,no,INDUSTRIAS ZAHORI SA DE CV,2,101-250,Comercio mayoreo,Comercio al por mayor de pintura,FSERNA@ZAHORI.COM,no,,WWW.ZAHORI.COM.MX,PIMENTEL,
60,03 Expediente Vivo,no,MAS BODEGA Y LOGISTICA SA DE CV,2,101-250,Comercio mayoreo,Comercio al por mayor de abarrotes,TIENDAVIRTUAL@MASBODEGA.COM,no,,WWW.MASBODEGA.MX,CENTRAL DE ABASTOS,83293
60,03 Expediente Vivo,no,SIGMA ALIMENTOS COMERCIAL SA DE CV,2,101-250,Comercio mayoreo,Comercio al por mayor de embutidos,FGAMEZ@SIGMA-ALIMENTOS.COM,no,,WWW.SIGMA-ALIMENTOS.COM,PARQUE INDUSTRIAL,83299
60,03 Expediente Vivo,sí,CORPORATIVO ALUTECH S DE RL DE CV,2,101-250,Comercio menudeo,Comercio al por menor de vidrios y espejos,MELISSA.LOPEZ@ALUCORP.COM.MX,sí,,WWW.ALUCORP.COM.MX,SACRAMENTO,83144
60,03 Expediente Vivo,sí,CARSOL SONORA S DE RL DE CV,2,101-250,Comercio menudeo,Comercio al por menor de automóviles y camionetas nuevos,NOHELIA.FERRA@CARSOL.MX,sí,,WWW.CHEVROLETRIOHERMOSILLO.COM,SANTA FE,
60,03 Expediente Vivo,sí,GONZALEZ R AUTOMOTRIZ SA,2,101-250,Comercio menudeo,Comercio al por menor de automóviles y camionetas usados,DJIMENEZ@GONZALEZR.COM.MX,no,,WWW.GONZALEZR.COM.MX,VALLE VERDE,
60,03 Expediente Vivo,sí,NISSAUTO SONORA SA DE CV,2,101-250,Comercio menudeo,Comercio al por menor de automóviles y camionetas nuevos,MMOLINA@NISSAUTO.COM.MX,no,,WWW.NISSANNISSAUTO.COM.MX,CENTRO NORTE,83000
60,03 Expediente Vivo,sí,BAQUI AUTOMOTRIZ SA,2,101-250,Comercio menudeo,Comercio al por menor de automóviles y camionetas nuevos,GERENTEADMINISTRATIVO@TOYOTAHERMOSILLO.COM,no,,WWW.TOYOTAHERMOSILLO.COM,EL MALECON,83270
60,03 Expediente Vivo,sí,EXPRESS TRES FRONTERAS SA DE CV SA DE CV,2,101-250,Transportes,Otro autotransporte foráneo de carga general,ATNCLIENTESHO@3FRONTERAS.COM.MX,no,,WWW.3FRONTERAS.COM.MX,LA MESA,84094
60,03 Expediente Vivo,sí,SUPPLIER S CITY SA,2,101-250,Transportes,Otros servicios de intermediación para el transporte de carga,RALVAREZ@SUPPLIERCITY.COM.MX,no,,WWW.SUPPLIERCITY.COM.MX,DYNATECH,83299
60,03 Expediente Vivo,sí,SETREP SA DE CV,2,101-250,Transportes,Transporte escolar y de personal,ERICK.DIAZ@TREPSA.COM.MX,sí,,,PALO VERDE,83280
60,03 Expediente Vivo,no,MISION VEINTIUNO SA DE CV,2,101-250,Inmobiliario,Inmobiliarias y corredores de bienes raíces,LEGAL2@KOVAL.MX,no,,WWW.KOVAL.MX,LAS RIBERAS,83304
60,03 Expediente Vivo,no,SERVICIO INTEGRAL DE SEGURIDAD PRIVADA DE SONORA SA DE CV,2,101-250,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,RECEP@SISPS.COM.MX,no,,WWW.SISPS.COM,CENTRO,85137
60,03 Expediente Vivo,no,INSTITUTO CAMPO GRANDE AC,2,101-250,Educación,Escuelas del sector privado que combinan diversos niveles de educación,CONTADORA@CAMPOGRANDE.EDU.MX,no,,WWW.CAMPOGRANDE.EDU.MX,EL LLANO,83210
60,03 Expediente Vivo,no,ALERCE FORMACION INTEGRAL SC,2,101-250,Educación,Escuelas del sector privado que combinan diversos niveles de educación,CONTACTO@ALERCE.EDU.MX,no,,WWW.ALERCE.COM.MX,OBISPOS RESIDENCIAL,83249
60,03 Expediente Vivo,no,COLEGIO REGIONAL DE OCCIDENTE AC,2,101-250,Educación,Escuelas del sector privado que combinan diversos niveles de educación,JEFATURACONTABILIDAD2@SISTEMAVALLADOLID.COM,no,,WWW.SISTEMAVALLADOLID.COM,PORTAL DEL PITIC,83247
60,03 Expediente Vivo,no,UNIVERSIDAD DEL VALLE DE MEXICO SC,2,101-250,Educación,Escuelas de educación superior del sector privado,ERIKA.GARCIAA@LAUREATE.MX,sí,,WWW.UVM.MX,CAFE COMBATE,83165
59,01 Dictamen IFS,no,NUSANTARA DE MEXICO SA DE CV,1,251+,Minería,Minería de oro,,no,6232322300,WWW.FIRSTMAJESTIC.COM,BIENES COMUNALES BANAMICHI,
59,01 Dictamen IFS,no,GRUPO DE DESARROLLO Y ENTRETENIMIENTO DE HERMOSILLO SAPI DE CV,1,251+,Construcción,Edificación de vivienda unifamiliar,,no,6623818849,VENTURASRECIDENCIALCLUB.COM,LA VICTORIA,
59,03 Expediente Vivo,no,PRECSOBLOCK SA DE CV,3,51-100,Manufactura,Fabricación de tubos y bloques de cemento y concreto,ADMINISTRACIONOP@PRECSOBLOCK.COM.MX,no,6621270779,WWW.PRECSOBLOCK.COM.MX,PARQUE INDUSTRIAL,
59,01 Dictamen IFS,no,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C AC,1,251+,Serv. profesionales,Servicios de investigación científica y desarrollo en ciencias natural,,no,6622892400,,LA VICTORIA,83304
59,01 Dictamen IFS,no,HOSPITAL INTEGRAL DE LA MUJER DEL ESTADO DE SONORA,1,251+,Salud,Hospitales del sector público de otras especialidades médicas,,no,6622890600,,JESUS GARCIA,83240
59,01 Dictamen IFS,no,UNIDAD DE MEDICINA FAMILIAR NO 2,1,251+,Salud,Hospitales generales del sector público,,no,6622158050,,BALDERRAMA,83180
58,03 Expediente Vivo,no,MAPCO MATERIALES SA DE CV,6,31-50,Comercio mayoreo,"Comercio al por mayor de cemento, tabique y grava",FISCAL3@MAPCO.COM.MX,no,,WWW.MAPCO.COM.MX,SOLIDARIDAD,
58,03 Expediente Vivo,sí,SUMINISTROS Y COMESTIBLES INSTITUCIONALES DEL NORTE SA DE CV,9,31-50,Comercio menudeo,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelán",ELONGORIA@GALLOLEON.MX,no,,,ALTARES,
58,03 Expediente Vivo,sí,SERVICIOS Z3 SA DE CV,6,31-50,Comercio menudeo,Comercio al por menor de gasolina y diesel,AUDITORINTERNO@GASGOLDSTAR.COM,no,,WWW.SERVICIOSZ3.COM,OLIVARES,83178
58,03 Expediente Vivo,no,OPERADORA DE CINEMAS SA DE CV,6,31-50,Información,Exhibición de películas y otros materiales audiovisuales,INFO.BUZON@CINEMEX.NET,sí,,WWW.CINEMEX.COM,LAS QUINTAS GUAYMAS,85448
58,03 Expediente Vivo,no,COLEGIO MUÑOZ SC,7,31-50,Educación,Escuelas del sector privado que combinan diversos niveles de educación,RH@COLEGIOMUNOZ.EDU.MX,no,,WWW.COLEGIOMUNOZ.EDU.MX,EL LLANO,83210
58,03 Expediente Vivo,sí,ICR SA DE CV,10,31-50,Hospedaje y alimentos,Restaurantes de autoservicio,LRANGEL@AFAL.MX,no,,WWW.GRUPOAFAL.COM,BACHOCO,83148
58,03 Expediente Vivo,sí,ARAS ALIMENTOS SA DE CV,6,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,GALERIAS@CITYSALADS.COM,no,,WWW.CITYSALADS.COM,PROYECTO RIO SONORA,83280
58,03 Expediente Vivo,sí,OPERADORA DE FRANQUICIAS SAILE SAPI DE CV,7,31-50,Hospedaje y alimentos,Restaurantes de autoservicio,HMO.GALERIAS0808@GSF-MCD.COM.MX,no,,,PROYECTO RIO SONORA XXI,83270
57,01 Dictamen IFS,no,NEGOCIO AGRICOLA SAN ENRIQUE SA DE CV,1,101-250,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,NASEHILLO@HOTMAIL.COM,no,6622609762,WWW.NASE.COM.MX,TASTIOTA,
57,01 Dictamen IFS,no,CONSTRUCCIONES ALBACAR SA DE CV,1,101-250,Construcción,Edificación de vivienda unifamiliar,IBORBON@CONSTRUVISION.COM,no,6623072024,,VALLE VERDE,
57,01 Dictamen IFS,no,INGENIERIA Y CONSTRUCCIONES SABODEPA SA DE CV,1,101-250,Construcción,"Construcción de carreteras, puentes y similares",CONTABILIDAD_ICSSA@HOTMAIL.COM,sí,6622192218,WWW.SABODEPA.COM.MX,VALLE DORADO,
57,01 Dictamen IFS,no,INMUEBLES PROMOCION Y ASESORIA SA DE CV,1,101-250,Construcción,Edificación de vivienda unifamiliar,JOSEGRUPOCRECE@GMAIL.COM,no,6622161850,,LAS QUINTAS,
57,01 Dictamen IFS,no,KRAF BAVEN SA DE CV,1,101-250,Construcción,Construcción de obras de urbanización,KBD_10@HOTMAIL.COM,no,6622034180,,LOS ANGELES,
57,01 Dictamen IFS,no,MAJOFER CONSTRUCCIONES SA DE CV,1,101-250,Construcción,"Edificación de naves y plantas industriales, excepto la supervisión",RECURSOSHUMANOS@MAJOFER.MX,no,6621934638,WWW.MAJOFERCONSTRUCCIONES.COM,OLIVARES,
57,01 Dictamen IFS,no,PROYECTOS INSTALACIONES Y SERVICIOS ELECTROMECANICOS SA DE CV,1,101-250,Construcción,Instalaciones eléctricas en construcciones,CONTABILIDAD@PROINSER.COM,no,6622605758,,CUARTEL ZONA,83137
57,01 Dictamen IFS,no,TIVATEC SA DE CV,1,101-250,Construcción,Construcción de obras de generación y conducción de energía eléctrica,EUTRILLA@TIVATEC.COM,no,6622564458,,EL TAZAJAL,
57,01 Dictamen IFS,no,PRODUCTORA DE TARIMAS DEL SUR SA DE CV,1,101-250,Manufactura,Fabricación de productos para embalaje y envases de madera,HGALLEGOS@PROTSUR.COM,no,5579490297,WWW.PROTSUR.COM,PARQUE INDUSTRIAL,
57,01 Dictamen IFS,no,PREMEZCLADOS NOGALES SA DE CV,1,101-250,Manufactura,Fabricación de concreto,AUXILIAR11@PRENOSA.COM,no,6311080731,WWW.PRENOSA.COM.MX,LA MANGA,
57,01 Dictamen IFS,no,SIFRA PROFESIONALES EN IMPRESIÓN SA DE CV,1,101-250,Manufactura,Impresión de formas continuas y otros impresos,CONTRALORIA@SIFRAIMPRESORES.COM,no,6624291849,WWW.SIFRAIMPRSORES.COM,MINI PARQUE INDUSTRIAL,
57,01 Dictamen IFS,no,AMERICAN PRECISION ASSEMBLERS DE MEXICO SA,1,101-250,Manufactura,Fabricación de cables de conducción eléctrica,SGUTIERREZ@APA1.COM,no,6621840269,WWW.APACONNECTS.COM,EL LLANITO,
57,01 Dictamen IFS,no,CUBIERTAS INDUSTRIALES DEL NORTE SA DE CV,1,101-250,Manufactura,Fabricación de otros productos de hierro y acero,PROYECTOSHERMOSILLO@HOTMAIL.COM,no,6621187247,,SOLIDARIDAD,
57,01 Dictamen IFS,no,FAIST METALMEX SA,1,101-250,Manufactura,Fabricación de piezas metálicas troqueladas para vehículos automotrice,ALAN.QUIHUIS@FAISTCOMP.COM,sí,6621137210,WWW.FAISTGROUP.COM,SAHUARO,
57,01 Dictamen IFS,no,PROMETAL SF & E SA DE CV,1,101-250,Manufactura,Fabricación de estructuras metálicas,CONTABILIDAD@PROMETAL.COM,no,6621913992,WWW.PRO-METAL.COM,HERMOSILLO,
57,01 Dictamen IFS,no,NATIONAL MATERIAL OF MEXICO S DE RL DE CV,1,101-250,Comercio mayoreo,Comercio al por mayor de materiales metálicos para la construcción y l,MARCO.GARCIA@KLOECKNER.COM,sí,8118019740,,NINGUNO,
57,01 Dictamen IFS,no,AGRICOLA Y AUTOMOTRIZ SA DE CV,1,101-250,Comercio menudeo,Comercio al por menor de automóviles y camionetas nuevos,CPMANUELFLORESAGRICOLAVW@GMAIL.COM,no,6622042535,WWW.VW-AGRICOLA.COM.MX,CENTRO,
57,01 Dictamen IFS,no,SERVICIOS ADMINISTRATIVOS PEÑOLES SA DE CV,1,101-250,Serv. profesionales,Servicios de consultoría en administración,LUIS_CASTRO@PENOLES.COM.MX,sí,6622568468,WWW.PENOLES.COM.MX,PROYECTO RIO SONORA,
56,03 Expediente Vivo,no,CFE TRANSMISION,3,51-100,Energía y agua,Distribución de energía eléctrica,MANUEL.MUJICA@DT.CFE.MX,sí,,WWW.CFE.MX,COLONIA CENTRO,83010
56,01 Dictamen IFS,no,ASELEC ELECTRICIDAD SA DE CV,1,251+,Construcción,Construcción de obras de generación y conducción de energía eléctrica,,no,,WWW.ASELECELECTRICIDAD.COM.MX,SAN BENITO,83190
56,01 Dictamen IFS,no,COMPAÑIA ISDAMAR SA DE CV,1,251+,Construcción,Construcción de obras para transporte eléctrico y ferroviario,,no,,,ZONA INDUSTRIAL FERROCARRIL,
56,01 Dictamen IFS,no,LEAR CORPORATION MEXICO S DE RL DE CV,1,251+,Manufactura,Fabricación de asientos y accesorios interiores para vehículos automot,,no,,WWW.LEAR.COM,HERMOSILLO,
56,03 Expediente Vivo,no,COLIMAN FRESH PRODUCE SA DE CV,3,51-100,Comercio mayoreo,Comercio al por mayor de frutas y verduras frescas,MARIA.ACUNA@COLIMAN.COM,sí,,WWW.COLIMAN.COM,COLONIA LIBERTAD,
56,03 Expediente Vivo,sí,FRUTERIA SAN FRANCISCO DE HERMOSILLO SA DE CV,3,51-100,Comercio menudeo,Comercio al por menor en minisupers,JIMENEZ-MORENOYASOC@HOTMAIL.COM,no,,,UNION DE LADRILLEROS,83179
56,03 Expediente Vivo,sí,ALIMENTOS AL DETALLE SAPI DE CV,3,51-100,Comercio menudeo,Comercio al por menor de carnes rojas,CMUNGUIA@TASTEBOUTIQUE.COM,no,,WWW.TASTEBOUTIQUE.COM,PRADOS DEL CENTENARIO,83900
56,01 Dictamen IFS,no,GENERAL DE SEGUROS SA,1,251+,Financieros,Compañías de seguros,,no,,,VALLE HERMOSO,83270
56,01 Dictamen IFS,no,CAB LOGISTICS SA DE CV,1,251+,Corporativos,Corporativos,,no,,,DINATECH SUR,83299
56,01 Dictamen IFS,no,SERVICIOS DE APOYO ADMINISTRATIVO SA DE CV,1,251+,Apoyo a negocios,Servicios de administración de negocios,,no,,,LA MANGA,83220
56,01 Dictamen IFS,no,NSU PROTECCION SA DE CV,1,251+,Apoyo a negocios,"Servicios de investigación y de protección y custodia, excepto mediant",,no,,WWW.SHIELD.MX,SAN BENITO,83190
56,03 Expediente Vivo,no,CENTRO EDUCATIVO CDI ALFAES SC,3,51-100,Educación,Escuelas del sector privado que combinan diversos niveles de educación,PREPARATORIACDIALFAES@GMAIL.COM,no,,WWW.CDIALFAES.COM,LAS QUINTAS,83240
56,03 Expediente Vivo,no,LSA LICEO SAN AGUSTIN AC,3,51-100,Educación,Escuelas del sector privado que combinan diversos niveles de educación,DACOORLANDO@YAHOO.COM,no,,WWW.LICEOSANAGUSTIN.COM,VILLAS DEL PALMAR,83105
56,03 Expediente Vivo,no,INSTITUTO VANGUARDIA DE HERMOSILLO AC,3,51-100,Educación,Escuelas del sector privado que combinan diversos niveles de educación,GABRIELA.GARCIA@INSTITUTOVANGUARDIA.EDU.MX,sí,,WWW.INSTITUTOVANGUARDIA.EDU.MX,PITIC,83150
56,01 Dictamen IFS,no,HOSPITAL INFANTIL DEL ESTADO DE SONORA,1,251+,Salud,Hospitales generales del sector público,,no,,,JESUS GARCIA,83240
56,01 Dictamen IFS,no,ISTE,1,251+,Salud,Hospitales generales del sector público,,no,,WWW.ISSSTE.GOB.MX,LOMA LINDA,83150
56,01 Dictamen IFS,no,HOSPITAL SA DE CV,1,251+,Salud,Hospitales generales del sector privado,,no,,,CENTRO,83000
56,01 Dictamen IFS,no,HOSPITAL GENERAL DE ZONA 14 CON UNIDAD DE QUEMADO,1,251+,Salud,Hospitales del sector público de otras especialidades médicas,,no,,WWW.IMSS.COM.MX,EL SAHUARO,83170
54,01 Dictamen IFS,no,ACUICOLA BOCA SA DE CV,1,101-250,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,GDOMINGUEZ@BOCAMAR.COM .MX,no,,,CENTRO,
54,01 Dictamen IFS,no,EMPACADORA FRUTICOLA SANTA INES SA DE CV,1,101-250,Agro,Beneficio de productos agrícolas,IMCC0706@GMAIL.COM,no,,,POBLADO MIGUEL ALEMAN LA COSTA DE HERMOSILLO,83117
54,01 Dictamen IFS,no,GRUPO AGROPECUARIO EL DIAMANTE SA,1,101-250,Agro,Beneficio de productos agrícolas,MDORAME@GRPCETT.COM,no,,,LA MANGA,83220
54,01 Dictamen IFS,no,GUAY MAR ACUICOLA SA DE CV,1,101-250,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,JACOBO.COKER@SELECTA.COM.MX,sí,,,CENTRO,
54,01 Dictamen IFS,no,INSTITUTO DE ACUACULTURA DEL ESTADO DE SONORA OPD,1,101-250,Agro,Otra acuicultura,DOLORES.FIGUEROA@SONORA.GOB,sí,,WWW.IAES.GOB.MX,VILLA DE SERIS,
54,01 Dictamen IFS,no,COMPAÑIA MINERA PITALLA SA DE CV,1,101-250,Minería,Minería de oro,DANIEL.CORDOVA@ARGONAUTGOLD.COM,sí,,,PUERTA GRANDE,
54,01 Dictamen IFS,no,BARIMONT MINERIA S DE RL DE CV,1,101-250,Minería,Minería de barita,CAROLINA.ESPADAS@BARIMONT.COM,sí,,,CASA GRANDE,83246
54,01 Dictamen IFS,no,GLOBEXPLORE DRILLING SA DE CV,1,101-250,Minería,Otros servicios relacionados con la minería,RHURTADO@GLOBEXPLOREDRILLING.COM,no,,WWW.GLOBEXPOLOREDRILLING.COM,LA VICTORIA,83304
54,01 Dictamen IFS,no,CFE TRSNMISION,1,101-250,Energía y agua,Transmisión de energía eléctrica,MANUEL.MUJICA@DT.CFE.MX,sí,,WWW.CFE.MX,LUIS ENCINAS,83138
54,01 Dictamen IFS,no,BIKTRAM SA DE CV,1,101-250,Construcción,Edificación de vivienda unifamiliar,CONSTRUCCIONESEINGENIERBIKTRAM@GMAIL.COM,no,,,LAS PALMAS,83270
54,01 Dictamen IFS,no,CMG CONSTRUCCIONES Y MANTENIMIENTO EN GENERAL SA DE CV,1,101-250,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",ANTONIOHOYOS@CMGMEX.COM.MX,no,,WWW.CMGMEX.COM.MX,SANTA FE,
54,01 Dictamen IFS,no,CONSTRUCCIONES MAREVA SA DE CV,1,101-250,Construcción,Construcción de obras de urbanización,FACTURASHMO@MAREVA.MX,no,,,EL LLANO,83210
54,01 Dictamen IFS,no,CONSTRUCTORA KIIGAR SA DE CV,1,101-250,Construcción,Edificación de vivienda unifamiliar,KIIGAR@YAHOO.COM,no,,,VLLA DEL PALMAR,
54,01 Dictamen IFS,no,CONSTRUCTORA MIRAMAR SA DE CV,1,101-250,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",CMIRAMARSADECV@GMAIL.COM,no,,,ZONA MILITAR CUARTEL XV,83145
54,01 Dictamen IFS,no,COMERCIO Y SERVICIO ELECTROMECANICO SA DE CV,1,101-250,Construcción,Construcción de obras de generación y conducción de energía eléctrica,KRAMOS@BREAKERMEX.COM,no,,ELECTRICACSE.COM,SIERRA VISTA,83147
54,01 Dictamen IFS,no,DEPROYCO SA DE CV,1,101-250,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",CONTABILIDAD@DPROYCO.COM,no,,WWW.DEPROYCO.COM,VILLA HERMOSA,83280
54,01 Dictamen IFS,no,DEREX DESARROLLO RESIDENCIAL SA DE CV,1,101-250,Construcción,Edificación de vivienda unifamiliar,ENUNEZ@DEREX.COM.MX,no,,WWW.DEREX.COM.MX,CENTENARIO,83260
54,01 Dictamen IFS,no,DESARROLLOS TIBURCIO SA DE CV,1,101-250,Construcción,"Construcción de carreteras, puentes y similares",FACTURACINDETIBSA@HOTMAIL.COM,no,,WWW.DETIBSA.COM,CONSTITUCION,83150
54,01 Dictamen IFS,no,GLUYAS CONSTRUCCIONES SA DE CV,1,101-250,Construcción,"Construcción de carreteras, puentes y similares",INFO@GLUYASCONSTRUCCIONES.COM,no,,WWW.GLUYASCONSTRUCCIONES.COM,NUEVA ESTACION,83160
54,01 Dictamen IFS,no,M3 MEXICANA S DE RL DE CV,1,101-250,Construcción,Supervisión de construcción de otras obras de ingeniería civil,FISCAL@M3ENG.COM,no,,,LA VICTORIA,83304
54,01 Dictamen IFS,no,NENNCA SOLUCIONES DE INGENIERIA SA DE CV,1,101-250,Construcción,Construcción de obras de generación y conducción de energía eléctrica,CONTABILIDAD@NENNCA.COM,no,,WWW.NENNCA.COM,AMAPOLAS,
54,01 Dictamen IFS,no,PETTERSON PETTERSON SA DE CV,1,101-250,Construcción,"Edificación de naves y plantas industriales, excepto la supervisión",CRISTINA@PETERSON.COM.MX,no,,WWW.PETERSON.COM.MX,SAN LUIS,83229
54,01 Dictamen IFS,no,REACLIMA SA DE CV,1,101-250,Construcción,Instalaciones de sistemas centrales de aire acondicionado y calefacció,MRAMOS@REACLIMA.COM,no,,WWW.REACLIMA.COM.MX,PROYECTO RIO SONORA,83270
